Trial	N_Channels	Channels	ATE_Mean_cm	Status
461	4	d19,d21,d66,d95	44.4202	OK
462	4	d5,d16,d50,d113	-	TIMEOUT
463	4	d23,d31,d32,d84	40.3600	OK
464	4	d10,d12,d43,d118	53.1572	OK
465	8	d7,d44,d90,d97,d101,d109,d110,d127	36.5147	OK
466	8	d8,d38,d47,d54,d62,d70,d71,d114	54.8561	OK
467	8	d15,d22,d71,d75,d98,d105,d122,d127	49.0294	OK
468	8	d4,d35,d51,d63,d91,d97,d107,d122	39.3720	OK
469	6	d46,d69,d82,d88,d99,d124	39.8736	OK
470	6	d6,d7,d14,d56,d71,d81	40.7081	OK
471	6	d25,d40,d59,d63,d91,d120	43.8807	OK
472	6	d14,d56,d61,d68,d90,d99	43.8229	OK
473	4	d44,d45,d60,d81	32.8079	OK
474	4	d7,d36,d90,d91	29.6723	OK
475	4	d44,d48,d79,d126	55.0911	OK
476	4	d9,d14,d23,d125	38.1813	OK
477	8	d0,d5,d33,d51,d56,d59,d84,d122	43.3522	OK
478	8	d5,d15,d28,d36,d37,d45,d82,d87	46.0037	OK
479	8	d18,d25,d77,d82,d86,d93,d95,d101	42.8352	OK
480	8	d34,d40,d44,d57,d81,d91,d111,d124	39.1891	OK
481	6	d32,d44,d45,d75,d78,d96	27.9253	OK
482	6	d0,d8,d46,d56,d81,d100	-	TIMEOUT
483	6	d19,d26,d36,d60,d84,d127	41.3693	OK
484	6	d22,d42,d81,d85,d88,d114	41.8926	OK
485	4	d2,d53,d63,d67	43.4191	OK
486	4	d17,d27,d65,d89	74.5012	OK
487	4	d0,d12,d98,d112	63.3852	OK
488	4	d42,d105,d107,d126	46.1194	OK
489	8	d18,d25,d41,d57,d89,d96,d115,d122	55.1747	OK
490	8	d5,d8,d18,d26,d66,d75,d81,d87	40.5161	OK
491	8	d7,d19,d23,d41,d43,d86,d96,d123	33.3546	OK
492	8	d13,d25,d40,d42,d52,d84,d110,d111	45.1299	OK
493	6	d48,d60,d67,d72,d76,d104	28.3776	OK
494	6	d12,d13,d24,d39,d100,d125	58.4004	OK
495	6	d0,d22,d75,d92,d109,d122	32.2921	OK
496	6	d6,d24,d43,d51,d52,d74	33.3206	OK
497	4	d20,d29,d78,d121	34.0522	OK
498	4	d67,d101,d120,d125	38.7254	OK
499	4	d23,d47,d94,d99	34.6451	OK
500	4	d47,d94,d97,d114	47.5171	OK
501	8	d11,d15,d38,d57,d67,d68,d112,d119	45.2750	OK
502	8	d15,d21,d24,d58,d88,d99,d105,d107	44.0801	OK
503	8	d8,d20,d30,d37,d60,d76,d101,d121	29.3596	OK
504	8	d10,d32,d42,d44,d49,d54,d108,d114	41.2862	OK
505	6	d20,d37,d51,d66,d81,d111	33.5705	OK
506	6	d17,d22,d70,d83,d99,d101	42.5197	OK
507	6	d3,d28,d38,d106,d107,d117	37.9956	OK
508	6	d25,d27,d37,d73,d88,d105	41.0815	OK
509	4	d67,d98,d121,d124	33.3471	OK
510	4	d9,d44,d70,d103	46.4236	OK
511	4	d9,d36,d101,d102	29.3821	OK
512	4	d12,d60,d84,d121	25.6662	OK
513	8	d5,d68,d71,d77,d79,d86,d95,d125	60.9158	OK
514	8	d25,d34,d58,d68,d76,d82,d106,d113	42.7301	OK
515	8	d14,d22,d48,d54,d95,d104,d113,d124	38.5671	OK
516	8	d7,d16,d34,d40,d44,d49,d79,d103	-	TIMEOUT
517	6	d8,d12,d14,d51,d63,d116	41.5683	OK
518	6	d50,d70,d92,d94,d101,d118	52.1016	OK
519	6	d7,d31,d61,d95,d114,d125	48.4013	OK
520	6	d41,d45,d66,d88,d89,d121	33.1814	OK
521	4	d7,d23,d72,d98	40.0770	OK
522	4	d12,d41,d54,d56	42.7366	OK
523	4	d52,d57,d68,d104	51.2148	OK
524	4	d2,d5,d33,d121	-	TIMEOUT
525	8	d2,d44,d57,d64,d70,d78,d96,d108	35.3301	OK
526	8	d26,d55,d64,d77,d89,d101,d117,d119	41.5865	OK
527	8	d1,d16,d27,d72,d76,d86,d95,d123	48.6072	OK
528	8	d14,d38,d48,d61,d66,d70,d76,d83	51.8712	OK
529	6	d6,d35,d75,d81,d103,d127	43.7253	OK
530	6	d9,d48,d66,d99,d103,d107	40.8293	OK
531	6	d43,d56,d76,d87,d91,d121	40.4333	OK
532	6	d24,d32,d46,d66,d75,d120	48.5348	OK
533	4	d22,d46,d56,d85	-	FROZEN_FAIL
534	4	d57,d78,d90,d107	56.9342	OK
535	4	d66,d75,d84,d95	46.4144	OK
536	4	d13,d30,d118,d120	55.8182	OK
537	8	d13,d18,d30,d49,d76,d97,d105,d120	44.4075	OK
538	8	d35,d36,d38,d51,d80,d87,d104,d117	40.9668	OK
539	8	d1,d14,d20,d45,d46,d80,d85,d124	44.9426	OK
540	8	d22,d33,d40,d43,d53,d70,d115,d125	59.8032	OK
541	6	d1,d98,d103,d109,d111,d122	49.5531	OK
542	6	d3,d9,d48,d51,d82,d95	23.4839	OK
543	6	d1,d4,d57,d63,d79,d88	51.6943	OK
544	6	d16,d26,d33,d42,d78,d98	54.8007	OK
545	4	d11,d74,d76,d116	32.9645	OK
546	4	d34,d86,d87,d111	52.2140	OK
547	4	d42,d48,d91,d125	43.8040	OK
548	4	d4,d57,d58,d103	46.7265	OK
549	8	d5,d9,d31,d33,d43,d54,d93,d96	37.4178	OK
550	8	d5,d12,d27,d29,d65,d97,d106,d113	38.6885	OK
551	8	d2,d31,d39,d52,d64,d77,d107,d121	29.0974	OK
552	8	d25,d26,d29,d30,d35,d69,d72,d107	42.2383	OK
553	6	d27,d50,d51,d67,d91,d127	-	TIMEOUT
554	6	d10,d41,d53,d75,d104,d127	44.9258	OK
555	6	d0,d3,d22,d60,d84,d123	36.6093	OK
556	6	d19,d23,d25,d28,d38,d126	48.5294	OK
557	4	d59,d65,d75,d116	41.0375	OK
558	4	d12,d25,d67,d118	35.8999	OK
559	4	d10,d44,d74,d92	31.6796	OK
560	4	d24,d29,d80,d109	52.0513	OK
561	8	d2,d11,d35,d43,d68,d84,d91,d112	-	TIMEOUT
562	8	d23,d29,d46,d69,d87,d95,d102,d116	41.6376	OK
563	8	d15,d28,d33,d40,d42,d98,d107,d122	49.0761	OK
564	8	d7,d26,d46,d91,d97,d106,d112,d123	35.6064	OK
565	6	d28,d33,d105,d112,d123,d124	42.4854	OK
566	6	d3,d11,d16,d57,d66,d80	40.8445	OK
567	6	d24,d63,d86,d88,d110,d123	-	FROZEN_FAIL
568	6	d2,d13,d38,d40,d98,d120	61.6963	OK
569	4	d19,d42,d125,d126	52.5537	OK
570	4	d61,d71,d82,d84	46.1643	OK
571	4	d12,d57,d96,d103	40.4973	OK
572	4	d20,d60,d113,d117	30.3220	OK
573	8	d4,d22,d26,d30,d80,d103,d114,d127	54.4447	OK
574	8	d0,d9,d23,d52,d77,d87,d105,d116	-	TIMEOUT
575	8	d13,d29,d57,d84,d93,d115,d116,d121	57.9172	OK
576	8	d0,d24,d27,d56,d74,d87,d90,d95	43.8754	OK
577	6	d11,d27,d35,d42,d104,d126	45.3671	OK
578	6	d30,d48,d50,d55,d65,d100	51.2104	OK
579	6	d11,d27,d48,d86,d106,d117	43.8322	OK
580	6	d1,d31,d34,d115,d117,d127	-	TIMEOUT
581	4	d12,d45,d110,d123	49.7949	OK
582	4	d26,d32,d44,d99	40.9893	OK
583	4	d63,d82,d98,d107	40.8788	OK
584	4	d70,d75,d87,d101	38.1706	OK
585	8	d34,d35,d51,d55,d76,d80,d105,d115	68.0032	OK
586	8	d29,d33,d45,d53,d74,d82,d88,d90	29.7844	OK
587	8	d3,d6,d27,d73,d97,d106,d108,d122	36.1798	OK
588	8	d13,d14,d37,d41,d51,d64,d68,d73	39.0261	OK
589	6	d8,d15,d37,d52,d75,d91	37.8724	OK
590	6	d26,d57,d60,d73,d99,d115	56.9639	OK
591	6	d12,d13,d80,d97,d99,d106	37.5198	OK
592	6	d3,d51,d57,d64,d94,d113	-	TIMEOUT
593	4	d49,d50,d75,d114	51.2619	OK
594	4	d19,d44,d45,d47	-	FROZEN_FAIL
595	4	d10,d30,d96,d109	33.7423	OK
596	4	d33,d41,d67,d71	25.3874	OK
597	8	d1,d10,d13,d39,d65,d82,d84,d119	41.0555	OK
598	8	d17,d18,d47,d56,d77,d81,d91,d125	45.2271	OK
599	8	d23,d40,d54,d56,d84,d89,d103,d106	45.1083	OK
600	8	d2,d29,d55,d75,d84,d88,d92,d121	23.7863	OK
601	6	d10,d61,d62,d82,d97,d114	45.2912	OK
602	6	d6,d29,d65,d72,d95,d98	46.8047	OK
603	6	d11,d49,d75,d82,d114,d124	30.7261	OK
604	6	d1,d16,d21,d24,d42,d53	-	TIMEOUT
605	4	d26,d52,d54,d108	34.3535	OK
606	4	d6,d18,d39,d111	38.9746	OK
607	4	d9,d22,d84,d117	33.1728	OK
608	4	d13,d18,d45,d64	50.2712	OK
609	8	d18,d58,d66,d99,d103,d104,d110,d115	53.8198	OK
610	8	d1,d4,d11,d16,d18,d30,d80,d99	44.3589	OK
611	8	d22,d27,d72,d74,d77,d91,d97,d112	35.3640	OK
612	8	d7,d34,d40,d56,d75,d100,d101,d121	37.7625	OK
613	6	d2,d10,d31,d36,d76,d95	55.2131	OK
614	6	d1,d21,d53,d78,d88,d100	-	TIMEOUT
615	6	d36,d41,d47,d54,d56,d105	42.0453	OK
616	6	d13,d29,d46,d49,d64,d118	48.3819	OK
617	4	d17,d18,d64,d74	48.3554	OK
618	4	d25,d50,d84,d124	29.6206	OK
619	4	d25,d32,d60,d91	37.1248	OK
620	4	d17,d49,d72,d81	-	TIMEOUT
621	8	d39,d78,d80,d84,d93,d109,d115,d124	60.1905	OK
622	8	d1,d43,d56,d63,d70,d80,d92,d111	-	FROZEN_FAIL
623	8	d34,d78,d84,d91,d114,d118,d122,d124	45.3531	OK
624	8	d19,d20,d27,d35,d44,d50,d67,d71	39.9428	OK
625	6	d4,d7,d9,d19,d54,d103	41.0932	OK
626	6	d38,d57,d66,d93,d100,d120	62.2928	OK
627	6	d23,d34,d74,d93,d101,d118	38.5393	OK
628	6	d2,d35,d40,d42,d61,d114	61.3339	OK
629	4	d37,d45,d91,d123	33.2169	OK
630	4	d10,d56,d59,d124	46.6839	OK
631	4	d16,d59,d67,d94	59.0709	OK
632	4	d10,d52,d92,d99	32.0941	OK
633	8	d10,d11,d26,d67,d70,d82,d116,d120	38.5407	OK
634	8	d19,d44,d57,d64,d90,d93,d96,d103	52.1732	OK
635	8	d1,d35,d42,d58,d88,d112,d123,d124	42.2296	OK
636	8	d19,d30,d38,d40,d47,d54,d71,d92	45.0649	OK
637	6	d29,d58,d84,d106,d122,d123	39.2120	OK
638	6	d5,d41,d53,d62,d105,d122	49.7002	OK
639	6	d10,d11,d32,d34,d37,d41	46.0323	OK
640	6	d4,d14,d42,d46,d66,d103	48.4351	OK
641	4	d21,d55,d72,d114	-	TIMEOUT
642	4	d43,d56,d120,d123	58.5307	OK
643	4	d36,d46,d67,d105	30.2145	OK
644	4	d17,d42,d87,d116	-	TIMEOUT
645	8	d4,d27,d33,d51,d58,d96,d98,d107	35.6308	OK
646	8	d9,d23,d24,d30,d38,d45,d121,d123	32.2218	OK
647	8	d0,d11,d33,d58,d94,d107,d109,d110	37.5645	OK
648	8	d25,d34,d65,d89,d97,d108,d122,d123	37.8191	OK
649	6	d21,d48,d59,d65,d72,d104	49.9238	OK
650	6	d1,d30,d52,d80,d96,d104	36.8175	OK
651	6	d27,d39,d64,d66,d92,d109	41.0042	OK
652	6	d52,d70,d93,d101,d105,d108	-	TIMEOUT
653	4	d45,d64,d94,d123	51.2420	OK
654	4	d35,d78,d88,d101	54.2864	OK
655	4	d30,d41,d58,d114	37.0817	OK
656	4	d25,d54,d86,d102	51.6045	OK
657	8	d1,d13,d23,d37,d41,d99,d111,d120	39.5454	OK
658	8	d9,d16,d20,d22,d56,d67,d94,d98	36.6946	OK
659	8	d2,d14,d44,d51,d73,d102,d112,d126	37.9651	OK
660	8	d8,d9,d43,d49,d59,d61,d73,d92	44.4912	OK
661	6	d0,d22,d40,d70,d90,d102	46.0487	OK
662	6	d3,d17,d23,d51,d101,d103	-	TIMEOUT
663	6	d49,d57,d70,d72,d88,d89	51.9058	OK
664	6	d1,d44,d66,d103,d104,d116	45.0395	OK
665	4	d18,d27,d75,d87	34.6780	OK
666	4	d29,d64,d65,d113	-	TIMEOUT
667	4	d62,d86,d96,d123	38.6853	OK
668	4	d7,d29,d117,d123	36.8351	OK
669	8	d17,d56,d58,d66,d80,d90,d97,d105	46.6747	OK
670	8	d2,d19,d23,d63,d67,d73,d87,d102	30.4724	OK
671	8	d45,d46,d48,d55,d68,d80,d90,d121	43.5071	OK
672	8	d51,d52,d58,d60,d61,d63,d67,d127	27.3889	OK
673	6	d20,d27,d30,d39,d91,d126	43.5255	OK
674	6	d1,d10,d80,d95,d123,d126	49.5040	OK
675	6	d46,d56,d70,d71,d101,d125	-	TIMEOUT
676	6	d8,d13,d32,d88,d108,d122	41.1555	OK
677	4	d30,d44,d100,d117	-	FROZEN_FAIL
678	4	d2,d3,d80,d117	59.0089	OK
679	4	d25,d53,d83,d97	40.1213	OK
680	4	d47,d66,d67,d92	29.7165	OK
681	8	d47,d60,d68,d87,d93,d108,d120,d127	50.9289	OK
682	8	d46,d53,d71,d93,d95,d102,d107,d115	-	TIMEOUT
683	8	d25,d33,d50,d58,d60,d69,d97,d110	33.2651	OK
684	8	d2,d34,d37,d38,d45,d107,d121,d127	41.8669	OK
685	6	d12,d64,d76,d80,d101,d124	59.1520	OK
686	6	d15,d25,d41,d55,d65,d121	49.0697	OK
687	6	d24,d65,d66,d85,d92,d115	58.5387	OK
688	6	d5,d31,d50,d88,d89,d105	55.8387	OK
689	4	d44,d72,d83,d90	-	TIMEOUT
690	4	d20,d97,d114,d124	48.3816	OK
691	4	d37,d42,d73,d118	44.0121	OK
692	4	d18,d86,d103,d107	49.4455	OK
693	8	d20,d41,d58,d68,d74,d80,d81,d87	38.9249	OK
694	8	d42,d47,d69,d92,d101,d105,d113,d115	-	TIMEOUT
695	8	d5,d20,d32,d42,d53,d60,d64,d101	50.6536	OK
696	8	d6,d13,d16,d21,d24,d26,d101,d121	57.7432	OK
697	6	d21,d26,d39,d67,d79,d99	37.0088	OK
698	6	d32,d33,d58,d63,d72,d113	39.1639	OK
699	6	d7,d8,d43,d83,d91,d121	32.2521	OK
700	6	d34,d45,d69,d113,d116,d119	45.4274	OK
701	4	d79,d88,d111,d123	52.6895	OK
702	4	d22,d58,d78,d113	40.1808	OK
703	4	d39,d66,d93,d105	56.9571	OK
704	4	d0,d2,d34,d77	62.3222	OK
705	8	d2,d73,d76,d88,d110,d120,d122,d125	45.9897	OK
706	8	d1,d48,d59,d74,d95,d101,d105,d111	38.9421	OK
707	8	d20,d41,d56,d63,d67,d96,d99,d108	28.7735	OK
708	8	d17,d46,d48,d61,d68,d69,d72,d105	63.8988	OK
709	6	d28,d34,d69,d74,d115,d116	61.3743	OK
710	6	d4,d12,d38,d48,d82,d125	44.1494	OK
711	6	d5,d26,d32,d47,d68,d72	-	TIMEOUT
712	6	d2,d3,d23,d38,d59,d112	-	TIMEOUT
713	4	d55,d87,d107,d126	49.9107	OK
714	4	d79,d95,d118,d127	-	TIMEOUT
715	4	d8,d20,d37,d84	40.0787	OK
716	4	d14,d18,d68,d100	43.6730	OK
717	8	d3,d31,d46,d49,d63,d64,d97,d120	42.9226	OK
718	8	d8,d24,d50,d53,d63,d98,d113,d117	60.6409	OK
719	8	d10,d31,d40,d64,d79,d82,d99,d121	32.0943	OK
720	8	d13,d28,d50,d55,d60,d76,d92,d123	38.4424	OK
721	6	d3,d30,d42,d70,d83,d111	54.7176	OK
722	6	d2,d10,d39,d62,d101,d121	36.9761	OK
723	6	d22,d23,d40,d63,d95,d127	49.6041	OK
724	6	d15,d27,d32,d39,d86,d91	47.1424	OK
725	4	d59,d81,d88,d124	44.9593	OK
726	4	d5,d49,d96,d112	42.5141	OK
727	4	d10,d34,d64,d91	-	FROZEN_FAIL
728	4	d75,d112,d124,d125	31.4759	OK
729	8	d17,d41,d47,d48,d70,d82,d89,d119	42.9384	OK
730	8	d0,d39,d67,d75,d93,d97,d115,d116	51.5764	OK
731	8	d4,d16,d47,d48,d61,d82,d93,d99	54.7630	OK
732	8	d17,d24,d28,d39,d72,d82,d104,d127	55.0035	OK
733	6	d8,d11,d27,d33,d45,d51	70.9694	OK
734	6	d8,d25,d49,d99,d124,d125	39.2949	OK
735	6	d3,d12,d18,d56,d65,d93	61.3894	OK
736	6	d15,d20,d53,d92,d119,d125	52.3286	OK
737	4	d14,d68,d94,d106	40.4751	OK
738	4	d10,d18,d19,d77	39.5429	OK
739	4	d24,d25,d55,d59	62.6508	OK
740	4	d48,d49,d63,d98	59.2832	OK
741	8	d26,d27,d42,d45,d91,d106,d109,d117	36.3201	OK
742	8	d40,d46,d80,d83,d86,d90,d102,d113	48.2307	OK
743	8	d54,d61,d65,d82,d95,d96,d105,d110	32.9459	OK
744	8	d0,d4,d8,d72,d92,d101,d114,d115	-	TIMEOUT
745	6	d1,d34,d54,d56,d76,d77	44.2021	OK
746	6	d5,d9,d24,d39,d70,d80	48.4227	OK
747	6	d35,d39,d67,d91,d93,d117	37.0929	OK
748	6	d23,d59,d63,d65,d76,d102	41.0398	OK
749	4	d19,d55,d83,d123	44.8605	OK
750	4	d24,d44,d76,d124	-	TIMEOUT
751	4	d9,d14,d20,d97	36.2449	OK
752	4	d85,d89,d106,d111	36.8759	OK
753	8	d2,d10,d13,d30,d58,d78,d81,d97	40.7956	OK
754	8	d12,d23,d38,d39,d56,d83,d100,d114	43.7578	OK
755	8	d21,d33,d37,d56,d74,d86,d100,d110	41.2758	OK
756	8	d12,d21,d33,d34,d67,d102,d111,d121	28.8371	OK
757	6	d50,d62,d63,d101,d123,d124	40.8379	OK
758	6	d18,d22,d28,d68,d82,d110	38.3262	OK
759	6	d48,d82,d89,d93,d105,d108	36.6568	OK
760	6	d6,d43,d78,d88,d89,d113	46.4192	OK
761	4	d11,d37,d59,d112	46.9648	OK
762	4	d21,d39,d51,d95	36.5527	OK
763	4	d13,d28,d37,d62	41.1980	OK
764	4	d3,d28,d73,d87	61.4371	OK
765	8	d5,d52,d53,d54,d78,d84,d115,d120	62.3743	OK
766	8	d4,d11,d36,d43,d65,d66,d96,d123	48.5585	OK
767	8	d2,d13,d15,d17,d51,d69,d72,d119	-	TIMEOUT
768	8	d4,d27,d59,d69,d74,d92,d98,d99	38.5318	OK
769	6	d22,d25,d47,d80,d97,d124	44.6907	OK
770	6	d5,d10,d50,d63,d78,d117	-	TIMEOUT
771	6	d4,d40,d85,d88,d100,d125	39.1745	OK
772	6	d15,d60,d65,d70,d77,d90	43.4084	OK
773	4	d7,d57,d71,d99	34.7590	OK
774	4	d35,d38,d87,d100	-	TIMEOUT
775	4	d22,d58,d97,d106	36.1297	OK
776	4	d39,d61,d79,d109	44.0294	OK
777	8	d33,d34,d35,d51,d52,d79,d84,d114	37.6666	OK
778	8	d7,d17,d30,d37,d40,d47,d81,d110	54.2818	OK
779	8	d27,d38,d48,d70,d77,d81,d105,d113	41.5857	OK
780	8	d6,d20,d33,d47,d59,d68,d91,d122	51.1960	OK
781	6	d34,d47,d95,d99,d120,d125	51.8169	OK
782	6	d8,d35,d41,d49,d57,d121	32.0040	OK
783	6	d3,d51,d56,d69,d104,d105	-	TIMEOUT
784	6	d16,d45,d52,d83,d112,d125	40.9703	OK
785	4	d63,d103,d109,d117	54.5617	OK
786	4	d10,d80,d97,d100	59.9128	OK
787	4	d9,d27,d115,d116	-	TIMEOUT
788	4	d10,d62,d99,d101	36.3665	OK
789	8	d12,d48,d73,d74,d77,d101,d112,d118	34.3715	OK
790	8	d13,d23,d36,d42,d75,d108,d115,d118	51.0539	OK
791	8	d6,d28,d34,d46,d82,d100,d105,d115	62.6050	OK
792	8	d23,d31,d41,d45,d51,d64,d82,d116	26.7766	OK
793	6	d21,d23,d29,d92,d98,d115	60.3024	OK
794	6	d11,d40,d43,d85,d96,d97	28.9687	OK
795	6	d13,d37,d38,d41,d45,d107	33.0274	OK
796	6	d30,d46,d73,d78,d79,d114	-	FROZEN_FAIL
797	4	d0,d33,d51,d64	-	TIMEOUT
798	4	d1,d3,d117,d127	-	TIMEOUT
799	4	d55,d60,d121,d126	48.9300	OK
800	4	d20,d104,d113,d116	50.5829	OK
801	8	d1,d12,d14,d37,d47,d53,d62,d71	47.9440	OK
802	8	d8,d9,d12,d22,d37,d76,d84,d89	34.8083	OK
803	8	d9,d27,d41,d45,d72,d92,d106,d116	25.9367	OK
804	8	d16,d17,d23,d76,d82,d94,d97,d109	41.5748	OK
805	6	d31,d34,d70,d74,d84,d120	29.8789	OK
806	6	d14,d22,d27,d53,d105,d123	48.7076	OK
807	6	d33,d66,d73,d81,d90,d109	42.7027	OK
808	6	d46,d49,d59,d74,d126,d127	47.3852	OK
809	4	d0,d6,d30,d119	-	TIMEOUT
810	4	d30,d53,d105,d106	50.1979	OK
811	4	d11,d54,d85,d89	48.9040	OK
812	4	d2,d51,d65,d72	-	TIMEOUT
813	8	d1,d17,d29,d76,d78,d82,d85,d87	41.5166	OK
814	8	d7,d44,d49,d84,d86,d101,d121,d122	38.8713	OK
815	8	d9,d34,d39,d85,d105,d117,d118,d123	40.6295	OK
816	8	d4,d14,d16,d53,d76,d80,d84,d90	46.4829	OK
817	6	d7,d38,d42,d71,d86,d96	35.1614	OK
818	6	d8,d29,d47,d78,d80,d99	47.8012	OK
819	6	d22,d60,d69,d95,d105,d127	45.9613	OK
820	6	d28,d44,d55,d77,d95,d115	-	TIMEOUT
821	4	d9,d23,d51,d113	-	TIMEOUT
822	4	d6,d39,d48,d123	45.7689	OK
823	4	d79,d83,d87,d123	54.3830	OK
824	4	d25,d33,d36,d52	40.3223	OK
825	8	d1,d9,d11,d22,d29,d79,d99,d117	35.8161	OK
826	8	d5,d11,d26,d53,d79,d82,d85,d119	40.2686	OK
827	8	d30,d49,d51,d69,d70,d73,d81,d112	40.6726	OK
828	8	d3,d26,d29,d38,d40,d52,d70,d89	43.0555	OK
829	6	d36,d43,d62,d69,d72,d81	37.9926	OK
830	6	d12,d18,d33,d79,d86,d113	55.2788	OK
831	6	d7,d12,d13,d27,d98,d120	47.7519	OK
832	6	d22,d45,d91,d100,d109,d114	43.3460	OK
833	4	d20,d50,d79,d85	-	TIMEOUT
834	4	d23,d24,d33,d119	41.9398	OK
835	4	d79,d116,d119,d120	-	TIMEOUT
836	4	d36,d57,d59,d66	49.4145	OK
837	8	d7,d46,d83,d84,d93,d100,d116,d124	38.4238	OK
838	8	d16,d28,d43,d72,d89,d118,d121,d122	41.0239	OK
839	8	d18,d26,d27,d32,d77,d83,d89,d103	40.1973	OK
840	8	d40,d61,d62,d98,d102,d105,d118,d123	50.6056	OK
841	6	d16,d53,d60,d87,d110,d111	46.6636	OK
842	6	d19,d29,d44,d83,d118,d124	43.5248	OK
843	6	d17,d24,d45,d78,d103,d113	-	TIMEOUT
844	6	d15,d23,d27,d83,d97,d126	43.7571	OK
845	4	d0,d35,d37,d55	49.6222	OK
846	4	d38,d74,d99,d115	62.0637	OK
847	4	d50,d52,d81,d114	38.7099	OK
848	4	d76,d77,d88,d111	-	TIMEOUT
849	8	d2,d13,d15,d22,d32,d75,d94,d103	-	TIMEOUT
850	8	d0,d7,d28,d60,d72,d91,d100,d110	35.9117	OK
851	8	d35,d44,d54,d81,d97,d103,d111,d121	36.5340	OK
852	8	d32,d34,d39,d48,d73,d92,d98,d106	44.5847	OK
853	6	d2,d4,d18,d36,d111,d124	37.2745	OK
854	6	d21,d34,d35,d106,d108,d116	38.7107	OK
855	6	d46,d90,d98,d108,d115,d116	62.3530	OK
856	6	d1,d47,d57,d60,d108,d127	33.2357	OK
857	4	d8,d68,d93,d105	-	TIMEOUT
858	4	d9,d28,d94,d123	40.6143	OK
859	4	d20,d36,d71,d123	40.0028	OK
860	4	d20,d22,d62,d119	53.3169	OK
861	8	d2,d13,d19,d79,d84,d87,d116,d120	45.5327	OK
862	8	d9,d42,d66,d74,d75,d77,d90,d107	29.2008	OK
863	8	d6,d13,d15,d43,d73,d74,d121,d124	36.0083	OK
864	8	d19,d21,d32,d33,d64,d65,d70,d71	46.4495	OK
865	6	d3,d28,d38,d44,d94,d114	60.8023	OK
866	6	d8,d44,d46,d60,d66,d124	35.5166	OK
867	6	d21,d37,d39,d87,d105,d126	44.1496	OK
868	6	d42,d53,d60,d88,d98,d112	47.6372	OK
869	4	d13,d29,d42,d67	33.1563	OK
870	4	d77,d102,d118,d121	28.6276	OK
871	4	d59,d97,d99,d121	35.0386	OK
872	4	d37,d67,d111,d121	24.3085	OK
873	8	d3,d10,d24,d73,d80,d90,d97,d114	50.3581	OK
874	8	d25,d65,d68,d69,d85,d100,d110,d118	48.0370	OK
875	8	d2,d3,d17,d46,d49,d61,d80,d86	69.3543	OK
876	8	d25,d26,d56,d64,d72,d89,d105,d114	55.7309	OK
877	6	d6,d8,d14,d23,d49,d55	46.8314	OK
878	6	d22,d30,d31,d33,d47,d96	33.7880	OK
879	6	d19,d28,d47,d64,d75,d119	-	TIMEOUT
880	6	d41,d65,d70,d82,d109,d116	38.9719	OK
881	4	d15,d18,d70,d97	55.6071	OK
882	4	d15,d66,d85,d99	45.6354	OK
883	4	d17,d45,d67,d112	49.7283	OK
884	4	d45,d51,d100,d125	29.4254	OK
885	8	d26,d27,d36,d55,d66,d110,d113,d125	38.5125	OK
886	8	d0,d4,d8,d18,d38,d64,d114,d127	54.3422	OK
887	8	d0,d9,d38,d68,d84,d99,d100,d125	38.6111	OK
888	8	d0,d17,d57,d98,d103,d111,d122,d123	68.3132	OK
889	6	d14,d31,d77,d85,d91,d102	32.4224	OK
890	6	d20,d23,d74,d87,d93,d117	42.8252	OK
891	6	d10,d45,d48,d51,d76,d98	38.8955	OK
892	6	d21,d27,d91,d99,d112,d124	37.2449	OK
893	4	d9,d35,d48,d49	47.9609	OK
894	4	d6,d61,d99,d125	44.3168	OK
895	4	d16,d78,d115,d127	-	TIMEOUT
896	4	d4,d9,d14,d86	45.2897	OK
897	8	d10,d30,d38,d54,d59,d86,d103,d117	51.5491	OK
898	8	d4,d9,d11,d18,d36,d62,d120,d125	32.8162	OK
899	8	d3,d12,d24,d33,d43,d44,d78,d116	-	FROZEN_FAIL
900	8	d16,d27,d29,d51,d56,d86,d109,d127	43.6083	OK
901	6	d30,d35,d54,d82,d83,d102	33.0469	OK
902	6	d11,d16,d30,d44,d70,d85	-	FROZEN_FAIL
903	6	d36,d42,d43,d94,d106,d112	47.3136	OK
904	6	d10,d25,d34,d40,d62,d96	35.9499	OK
905	4	d1,d4,d20,d124	49.7355	OK
906	4	d1,d22,d45,d72	-	TIMEOUT
907	4	d32,d52,d106,d121	35.7770	OK
908	4	d36,d69,d105,d115	71.5204	OK
909	8	d9,d22,d44,d46,d61,d77,d89,d127	45.9713	OK
910	8	d1,d24,d30,d49,d56,d60,d92,d107	37.6326	OK
911	8	d13,d28,d38,d49,d53,d70,d118,d121	-	TIMEOUT
912	8	d11,d13,d40,d45,d53,d72,d93,d127	53.4898	OK
913	6	d11,d26,d64,d85,d111,d116	47.1084	OK
914	6	d7,d13,d29,d40,d45,d124	36.9186	OK
915	6	d18,d50,d60,d83,d107,d113	37.2099	OK
916	6	d25,d28,d58,d60,d83,d105	38.1748	OK
917	4	d18,d51,d56,d96	31.8032	OK
918	4	d13,d111,d120,d124	54.7738	OK
919	4	d37,d45,d55,d116	-	TIMEOUT
920	4	d34,d95,d99,d117	39.0284	OK
921	8	d8,d15,d32,d49,d51,d69,d85,d91	-	TIMEOUT
