dataset_order,dataset_key,dataset_family,dataset_condition,standard_label,source,variant,fine_rank,coarse_rank,c2f_status,c2f_ate_mean_cm,fine_parent,fine_status,fine_ate_mean_cm,coarse_parent,coarse_status,coarse_ate_mean_cm,better_parent,better_parent_ate_mean_cm,comparison_status,delta_vs_fine_cm,percent_delta_vs_fine,beats_fine,delta_vs_better_parent_cm,percent_delta_vs_better_parent,beats_better_parent
2,fr1_desk_lightswitch,fr1_desk,lightswitch,resnet_c2f_a_fine01_coarse05,Step-R:new,A,1,5,PASS,13.295399999999999,resnet_direct_fine01,PASS,10.3758,resnet_direct_coarse05,PASS,16.6202,resnet_direct_fine01,10.3758,COMPARABLE,2.919599999999999,28.13855317180361,False,2.919599999999999,28.13855317180361,False
2,fr1_desk_lightswitch,fr1_desk,lightswitch,resnet_c2f_a_fine02_coarse01,Step-R:new,A,2,1,PASS,13.159899999999999,resnet_direct_fine02,PASS,10.4535,resnet_direct_coarse01,PASS,12.61,resnet_direct_fine02,10.4535,COMPARABLE,2.7063999999999986,25.88989333715979,False,2.7063999999999986,25.88989333715979,False
2,fr1_desk_lightswitch,fr1_desk,lightswitch,resnet_c2f_a_fine02_coarse02,Step-R:new,A,2,2,PASS,20.1132,resnet_direct_fine02,PASS,10.4535,resnet_direct_coarse02,PASS,12.671399999999998,resnet_direct_fine02,10.4535,COMPARABLE,9.659699999999999,92.4063710718898,False,9.659699999999999,92.4063710718898,False
2,fr1_desk_lightswitch,fr1_desk,lightswitch,resnet_c2f_a_fine02_coarse03,Step-R:new,A,2,3,PASS,16.3543,resnet_direct_fine02,PASS,10.4535,resnet_direct_coarse03,PASS,12.741299999999999,resnet_direct_fine02,10.4535,COMPARABLE,5.9007999999999985,56.44807959056774,False,5.9007999999999985,56.44807959056774,False
2,fr1_desk_lightswitch,fr1_desk,lightswitch,resnet_c2f_a_fine02_coarse04,Step-Q:resnet_c2f_a_f2_c4_variant_negative,A,2,4,PASS,10.5465,resnet_direct_fine02,PASS,10.4535,resnet_direct_coarse04,PASS,15.9524,resnet_direct_fine02,10.4535,COMPARABLE,0.09299999999999997,0.8896541828095851,False,0.09299999999999997,0.8896541828095851,False
2,fr1_desk_lightswitch,fr1_desk,lightswitch,resnet_c2f_a_fine02_coarse05,Step-R:new,A,2,5,PASS,12.0326,resnet_direct_fine02,PASS,10.4535,resnet_direct_coarse05,PASS,16.6202,resnet_direct_fine02,10.4535,COMPARABLE,1.5791000000000004,15.105945377146412,False,1.5791000000000004,15.105945377146412,False
2,fr1_desk_lightswitch,fr1_desk,lightswitch,resnet_c2f_a_fine03_coarse01,Step-R:new,A,3,1,PASS,14.721699999999998,resnet_direct_fine03,PASS,11.6218,resnet_direct_coarse01,PASS,12.61,resnet_direct_fine03,11.6218,COMPARABLE,3.099899999999998,26.673148737717028,False,3.099899999999998,26.673148737717028,False
2,fr1_desk_lightswitch,fr1_desk,lightswitch,resnet_c2f_a_fine03_coarse02,Step-R:new,A,3,2,PASS,16.156000000000002,resnet_direct_fine03,PASS,11.6218,resnet_direct_coarse02,PASS,12.671399999999998,resnet_direct_fine03,11.6218,COMPARABLE,4.534200000000002,39.01461047342065,False,4.534200000000002,39.01461047342065,False
2,fr1_desk_lightswitch,fr1_desk,lightswitch,resnet_c2f_a_fine03_coarse03,Step-R:new,A,3,3,PASS,12.981000000000002,resnet_direct_fine03,PASS,11.6218,resnet_direct_coarse03,PASS,12.741299999999999,resnet_direct_fine03,11.6218,COMPARABLE,1.3592000000000013,11.69526235178717,False,1.3592000000000013,11.69526235178717,False
2,fr1_desk_lightswitch,fr1_desk,lightswitch,resnet_c2f_a_fine03_coarse04,Step-R:new,A,3,4,PASS,12.1419,resnet_direct_fine03,PASS,11.6218,resnet_direct_coarse04,PASS,15.9524,resnet_direct_fine03,11.6218,COMPARABLE,0.5200999999999993,4.475210380491829,False,0.5200999999999993,4.475210380491829,False
2,fr1_desk_lightswitch,fr1_desk,lightswitch,resnet_c2f_a_fine03_coarse05,Step-R:new,A,3,5,PASS,12.1811,resnet_direct_fine03,PASS,11.6218,resnet_direct_coarse05,PASS,16.6202,resnet_direct_fine03,11.6218,COMPARABLE,0.5593000000000004,4.812507528954209,False,0.5593000000000004,4.812507528954209,False
