dataset_order,dataset_key,dataset_family,dataset_condition,standard_label,source_label,source,kind,variant,fine_rank,coarse_rank,configuration,status,reason,historical_evo_ape_mean_cm,historical_evo_ape_rmse_cm,historical_evo_rpe_rmse_cm,se3_ate_rmse_cm,se3_ate_mean_cm,translation_rpe_max_cm,rotation_rpe_max_deg,coverage_ratio,elapsed_seconds,dataset_rank
1,fr1_desk_clean,fr1_desk,clean,unet_c2f_b_fine05_coarse04,unet_c2f_b_fine05_coarse04,Step-R:new,c2f,B,5,4,"C2F-B; fine enc0[d2,d3,d7,d12,d13]; coarse enc1[d0,d5,d6,d18,d30]",PASS,Completed the full matched RGB-D sequence,8.0275,8.7392,1.1066,10.963875744955308,10.402888389141149,9.912003552451951,10.200422107643565,0.9965095986038395,46.01049721499976,15
2,fr1_desk_lightswitch,fr1_desk,lightswitch,unet_direct_fine01,unet_enc0_direct_f1_d02_d03_d07_d12_d13_d14,Step-Q:unet_enc0_direct_f1_d02_d03_d07_d12_d13_d14,direct_fine,,1,,"direct enc0[d2,d3,d7,d12,d13,d14]",PASS,Completed the full matched RGB-D sequence,5.9208,6.4001,1.0943,10.134148428395612,9.695135802809892,3.782081096333694,6.255272716841811,0.9965095986038395,45.276109366997844,2
2,fr1_desk_lightswitch,fr1_desk,lightswitch,unet_direct_fine02,unet_enc0_direct_f2_d03_d07_d12,Step-Q:unet_enc0_direct_f2_d03_d07_d12,direct_fine,,2,,"direct enc0[d3,d7,d12]",PASS,Completed the full matched RGB-D sequence,6.0004,6.5652,1.4869999999999999,9.326600329356742,8.797280937982409,10.688265635997746,8.313029796965509,0.9965095986038395,45.509337178984424,3
2,fr1_desk_lightswitch,fr1_desk,lightswitch,unet_direct_fine03,unet_direct_fine03,Step-R:new,direct_fine,,3,,"direct enc0[d2,d3,d12,d14]",PASS,Completed the full matched RGB-D sequence,6.3905,7.015200000000001,1.2390999999999999,10.636148827016562,10.188279763300436,5.208213475638593,6.231450056606628,0.9965095986038395,44.55182308600024,6
2,fr1_desk_lightswitch,fr1_desk,lightswitch,unet_direct_fine04,unet_direct_fine04,Step-R:new,direct_fine,,4,,"direct enc0[d2,d4,d6]",PASS,Completed the full matched RGB-D sequence,6.6111,7.1956999999999995,1.3308,10.993391825079451,10.34678775155889,7.937319788053593,5.068319224594426,0.9965095986038395,45.388171622999835,12
2,fr1_desk_lightswitch,fr1_desk,lightswitch,unet_direct_fine05,unet_enc0_direct_f5_d02_d03_d07_d12_d13,Step-Q:unet_enc0_direct_f5_d02_d03_d07_d12_d13,direct_fine,,5,,"direct enc0[d2,d3,d7,d12,d13]",PASS,Completed the full matched RGB-D sequence,7.095899999999999,7.864699999999999,1.3664,10.971022211768016,10.422633951724949,10.227325790420778,10.274739263194908,0.9965095986038395,45.60176079699886,21
2,fr1_desk_lightswitch,fr1_desk,lightswitch,unet_direct_coarse01,unet_direct_coarse01,Step-R:new,direct_coarse,,,1,"direct enc1[d5,d6,d17,d18,d28,d30]",PASS,Completed the full matched RGB-D sequence,6.7335,7.8211,1.3403,11.764025181269325,11.004043962499521,12.192615563292291,9.633790891631545,0.9965095986038395,51.24318614699996,14
2,fr1_desk_lightswitch,fr1_desk,lightswitch,unet_direct_coarse02,unet_enc1_direct_c2_d00_d05_d06_d17_d18_d30,Step-Q:unet_enc1_direct_c2_d00_d05_d06_d17_d18_d30,direct_coarse,,,2,"direct enc1[d0,d5,d6,d17,d18,d30]",PASS,Completed the full matched RGB-D sequence,6.9553,7.7536,1.3857,11.824288465216659,11.107792042130887,10.315589294841752,9.606846972454047,0.9965095986038395,51.955620914988685,16
2,fr1_desk_lightswitch,fr1_desk,lightswitch,unet_direct_coarse03,unet_direct_coarse03,Step-R:new,direct_coarse,,,3,"direct enc1[d0,d5,d18,d30]",PASS,Completed the full matched RGB-D sequence,7.1673,7.9868999999999994,1.8872,11.500784837805183,10.476307154324838,21.92709507416018,13.914066308271957,0.9965095986038395,49.293442131999655,22
2,fr1_desk_lightswitch,fr1_desk,lightswitch,unet_direct_coarse04,unet_enc1_direct_c4_d00_d05_d06_d18_d30,Step-Q:unet_enc1_direct_c4_d00_d05_d06_d18_d30,direct_coarse,,,4,"direct enc1[d0,d5,d6,d18,d30]",PASS,Completed the full matched RGB-D sequence,7.6408000000000005,8.341700000000001,1.3711,12.670755025658794,11.962821774829239,8.023855167264173,9.3511864565293,0.9965095986038395,51.75826314999722,26
